리뷰,예측,확률
늘 전주오면 묵는 곳인데사장님은 친절하세요근데 바닥 곳곳 머리카락에 먼지가 수북하더라구요또 너무 건조해서 밤새 고생했습니다의류 스타일러가 필요한게 아니라 가습기가 필요한거 같아요,긍정,0.8961
새로 리모델링을 한 거 같아서 방문해봤는데 시설이 깔끔하고 좋은 거 같아요 방마다 스타일러도 있는 거 같아서 좋구요 층에 요구르트도 구비되어 있어서 소소한 행복도 느꼈어요,긍정,0.9071
깔끔하구 뷰도 좋구 넓어서 좋았어용,긍정,0.9333
가성비는 좋다고 생각합니다 주차는 앞쪽에 몇대 자리가 있고 뒷쪽에 여러대가 있는데 들어가려면 전화를 해야합니다만 저는 몇번의 실패로 직접 들어가서 부탁드렸어요 가성비 생각하면 적당하다고는 생각되나 벽에서 흐르는 냉기가 좀 있는데 난방이 거의 안되네요 사람이 실내에 있고 온도도 올려뒀는데 표시된 온도가도입니다 이건 좀 전 공무원이 아닙니다 그래도 숙박시설인데 온도가 도 초중반에서 유지가 되야 아 샤워기줄은 확인하시고 바꾸셔야 가성비는 인정 오래된 숙소라 특유의 느낌까지는 인정,긍정,0.683
아마 번화가 한가운데 위치해있고 과거엔 관광호텔이란 이름으로 투숙객이 많았을지 모르지만 요즘 최신형 모텔과 비교하시면 많이 실망하실것 같아요다만 비즈니스나 전주 번화가를 다니시면서 관광의 목적으로 왔다면 하룻밤 정도는 이용하실만 할듯합니다,긍정,0.891
가격이 좋습니다티비 리모컨 작동이 잘 되지않아 불편한거및 좀 오래된 느낌,긍정,0.9157
좋아유 연속이틀묵다감,긍정,0.9263
화장실 욕조에 물받는데 녹물나와서 당황했네요 방바꿔달라고하는데도 방없어서 안된다하고 물만 계속 틀어놓으라고 하고 어쨌든 방도안바꿔주고 환불도 안된다해서 물 세시간넘게틀어놔서 겨우 씻긴했는데 서비스 너무 안좋았습니다 다신가고싶지않네요,긍정,0.8501
여기 오지마세요 최악이네요,긍정,0.929
괜찮아요 무난합니다,긍정,0.9357
너무좋아요 올때마다 정말 잘오는거 같아용,긍정,0.9298
와 대실시간도 너무 좋고 자리좀 먼거빼고 좋았어요 직원분들 너무 친절하세요 번창하세요 투피시 컴터는 그냥 생각안하시는게 좋을꺼같아요,긍정,0.9106
딱히 틀별하진 않았어요 무난함니다,긍정,0.9265
정말 너무 다들 친절하십니다 중화산동 숙박업소 자주 이용하는데 정말 여기가 시설도 제일 좋고 서비스도 제일좋고 가장 좋은거 같습니다 고민하시는분들 로 예약하세요,긍정,0.9095
직원분들친절하시구 좋아요 아이랑와도 좋아요 최고입니다,긍정,0.9305
예전에 비해 완전 별로였어요,긍정,0.9264
너무 좋아요,긍정,0.9382
아주 좋아요 잘쉬다 갑니다,긍정,0.9369
깔끔하고 좋았어요,긍정,0.9401
전주에서 이 정도 퀄리티 있는 숙소 정말정말 처음인듯해요 너무 저렴한 금액으로 내집보다 깨끗한 숙소 기분좋게 다녀갑니다 글 재주가 없어서 사진으로 대체,긍정,0.9021
완전 깨끗하고 너무 친절하셨어요 감사합니다,긍정,0.9337
제가 일주일에 한번씩 꼭 가는데 사장님 진짜 최고에용,긍정,0.9207
서울에서 전주에 아는언니와 여행을 왔는데 근처 객사나 한옥마을과 가까운 곳을 찾다가 묵게되었어요 먼저 깨끗하고 청결한 점이 좋았고 티비가 인치넷플 가능해서 밤늦게까지 영화보면서 놀수있어서 너무 좋았어용 작고 아늑하지만 식탁도 있고 공간이 꽤넓어서 밖에서 사온 음식들도 맛있게 잘먹었습니당 하루 편안하게 쉬고가네요 숙소 기억에 남고 다시 와도 여기 묵을거같아용,긍정,0.8878
깔끔하고 너무 좋았습니다 사장님도 너무 친절하셔서 기분이 더좋았네여 또 근처에 맥도날드 스타벅스 있어서 좋았어요,긍정,0.924
호 묵었는데 욕실은 바닥이 깨져서 물이안받아지고 나머지는 나쁘지않게 있었던거갔네요,긍정,0.9122
하룻밤 묵기 편하고 좋았습니다,긍정,0.9345
여자분응 매우친절 남자분은 발렛도 불친절하게해주심,긍정,0.9236
시설 좋아요 자주 최근에 이용을 했습니다 냄새도 담배냄새 안났어요 그리고 뭐냐 에어컨도 시원했어요 냉장고도 작동이 잘되서 물이 시원해요 티비도 잘나와요 냇플릭스도 돼요 컴퓨터도 잘돼요,긍정,0.8998
사장님이 친절하시고 가성비 굿,긍정,0.9299
호텔이고싶어하는 모텔느낌 전객실 금연인줄알았으면 예약 안했을텐데 다음엔 꼼꼼하게 보려구요 스타일러 시궁창 냄새 나길래 살균 돌리고 물도 채워놓고 이건 뭐,긍정,0.8915
방이 엄청 청결하고 저렴한 가격에 이용할 수 있어서 좋고 층에 슬러시 빵 등 간단한 간식도 먹을 수 있어서 좋았습니다 주차공간도 꽤 넓습니다 다만 휴대폰 충전기만 점검 한번씩 해주시면 더 좋을 거 같습니다 잘 이용했습니다,긍정,0.8993
전주 출장이라 방 알아보다가 여기다 싶어 예약했습니다 출장이라 가격까지 고려했을때 최고였어요 가격이 저렴한 편이었고 주차도 아주 편리했습니다 거기에 로비에 계신 분이 너무너무 친절해서 일간 잘 머무르다 왔습니다 아침에는 떡라면 또는 토스트 선택하여 조식 제공해주시는데 개인적으로 떡라면이 맛있었습니다 라면을 너무 잘 끓여주셔서 매일 아침마다 든든하게 먹고 출근했어요 방도 넓은 편이고 시설이 좋다고 할 순 없지만 이 가격에 이 정도면 훌륭하다고 생각됩니다 근처에 식당도 꽤 있어서 불편하지 않게 잘 머무르다 왔네요 다음에 또 재방문의사 있습니다,긍정,0.8911
호텔 가본곳 중에 가장 좋았습니다 주차자리도 편하고 앞에 편의점도 있고 직원분들 다 친절하시고 무엇보다 시설이 엄청 좋습니다 화장실 침대 전부 청결하고 스타일러까지 있어서 옷도 깔끔하게 할수있었습니다 단 한가지 아쉽다면 드라이할때 거울이 너무 낮아서 얼굴이 반만 보인다는거정도 크게 불편하진 않습니다 전주 여행와서 좋은곳에서 머물러서 좋았습니다,긍정,0.8916
편하게 쉬다가 갑니다 다만 온수가 잘안나와서 좀 아쉽네요,긍정,0.9241
너무청결하고 방자체가 너무따뜻해서 푹쉬고가네요 전주최애호텔입니다,긍정,0.9223
너무 노후화된 곳 화장실 세면기 배관에서 물이 줄줄새고 다이소에서 천원밖에 안하는 샤워줄도 절연테이프로 칭칭 감아놨네요 방바닥은 약간 끈적거리고 문이 열쇠넣고 돌려야 하는 곳이에요 창문커튼은 없고 합판인데 닫으면 아귀가 안맞아 벌어져요 침대는 프레임 시트지가 떨어져서 베니아 합판이 보여요 시골가야 만날수 있는 여관같아요 넷플릭스는 가입해야 볼 수 있네요,긍정,0.7875
편하게잘잤습니다또찾고싶은숙소입니다,긍정,0.9324
청소상태 개선이 필요합니다 먼지가 많아요,긍정,0.9242
가격대비 정말 좋네요 특히 정말 따뜻하게 푹쉬었네요,긍정,0.929
화장실 욕조가 깨져있어서 씻으면 바닥으로 물이 다 샘 심지어 욕조 말고는 하수구도 없어서 물 빠지는데 시간 오래걸림 한번 씻으면 바닥 비눗물 물난리나고 바닥도 더러워서 이물질 둥둥 떠다니고 그 물이 빠지는데 시간도 오래걸림 욕조에서 씻고 나가는데 화장실 안이 다 물난리여서 화장실 앞에서 샤워기 길게 가져와서 발 다시 씻어야함 진짜 이런 숙소는 처음이에요 수리를 하던가 방을 받지 말던가,부정,0.2134
저렴하게 잘 이용했습니다 객실 방음은 잘되고 주차장이 넓으며 시내 중심가에 위치해 편합니다 다만 시설이 오래됐으며 화장실 환기가 안됩니다,긍정,0.9034
새로 오픈한 곳이라 침구및 객실 깨끗했구요 욕실 더러운곳 많은데 옴총 깨끗했습니다 주차공간은 좀 협소한데 필요하면 주차해주신데서 주차 부탁드리고 사무실에 키 두고 머물렀구요 처음엔 좀 서늘했은데 천정에 냉 온풍기 틀어뫃으니 금방 따뜻해져서 편하게머물렀다가 왔습니당 여기어때 예약도 마일리지 적립되면 좋을텐데 안된다 하더군요 무튼 기회되면 재방문의사있습니다,긍정,0.8608
좋습니댱,긍정,0.9372
벌레 무서운분들 비추천 정말 전주놀러와서 모기와 벌레로 하루벨런스가 다무너졌어요 거짓말없이 모기만 방 물리고 시간에 한번씩깼어요 한마리잡고자고 근데 또있어서 마리잡고 자는데 또있고 해피홈뿌려도 안죽고 물론 창문다 닫아놨었는데 얼마나 많은건지벽지 다들 같았는지 여기저기 잡은 흔적들 잠만잘려고 온거였지만 잠도못자고갑니다 말라리아 걸리는줄,긍정,0.7576
청소상태가 안좋았습니다 바닥에 물이떨어져서 수건으로 닦았는데 시커멓게 수건이 변하더군요 객실내부 냄새도 담배찌든내인지 뭔지 냄새가 심하고 선풍기며 공기청정기에도 먼지가 보일정도니,긍정,0.8813
객실 새것처럼 깨끗하고 로비에 커피 팝콘 샌드위치가 비치되어 출장 이용에 만족도가 높아요 전주 출장시 단골 될꺼같아요,긍정,0.9145
구슉 수굿굿귯굿숫굿,긍정,0.9351
고심끝에 온 곳인데 너무 기대를 했나봐요 샤워하는데화장실전체가 물바다가 되는걸 보고 놀랬어요 한참시간이 지나서야 물이 빠지는데하수구 청소를 안하시나요 얘기하려고하는데 방전화기로 프론트 전화도 안되고 그래서 씻다말고 내려왔는데 방 얘기는 안하시고 자꾸 전화가 왜 안되냐면서 전화다시걸어보라는 말만 하시고 결국 옆방으로 바꿔주셨긴했지만 룸 컨디션은 완전 노후한 느낌에 세면대밑에 테이프 감긴거보고 깜짝놀랐습니다 그리고 샌드위치는 주시겠지했는데 안주실거면 왜 혜택에 적으신건가요 물론 침대는 다른 후기들처럼 푹신하고 따뜻했어요 장판이 있더라구요 정리하자면 호호 방컨디션은 치곤 노후합니다 여사장님의 대응이 좀 아쉬웠습니다 침대만 좋습니다 혜택에 샌드위치는 없는걸로 생각하시면 됩니다,부정,0.04
우선 깔끔한시설이 제일맘이들었구요 어디든지 뭐 방이 싸고 비싸고 좋고를 떠나서 잠을자는 공간인데 까름한게 최고장아요,긍정,0.9106
좋아요 엘리베이터 버튼도 숙소안에서 누를 수 있더라구요 세심한 배려가 보여서 넘 좋았습니당 방 인테리어도 깔끔하고 좋았어요 춥지않아서 더 좋았습니당 다음에 또 이용할게요,긍정,0.911
너무 편안하게 숙박했습니다,긍정,0.9334
도저히 머물수 없어서 박 예약하고도 그냥 밤에 뛰쳐나왔습니다 저희 방만 그런건지 모르겠지만 시설은 노후된데다 관리가 안되어 지저분합니다 누렇게 얼룩진 시트안에 머리카락 머리카락은 어느곳에나 떨어져있고 침대옆 깨진거울 까만 변기와 욕조 헤어져 덜렁덜렁한 샤워기줄 리뷰보고 그래도 잘만하겠다 했는데 적어도 트윈룸은 아니였습니다,긍정,0.8394
좋아요 북대가면 항상여기가는듯해요 첨엔 주차장 가는길 햇갈렷는데 지금은 골목길로 쓩쓩,긍정,0.9164
안녕하세요 퇴근은 하셨죠 새해 인사가 늦었네요 어수선한 연말연시가 가고 있네요 힘들고 무거웠던 기억은 잊고 희망찬 설렘으로 새로운 한 해를 시작했으면 좋겠습니다 푸른 뱀의 기운을 받아 지민이네 가족 모두 건강하고 올해는 모든 일들이 순조롭길 바라며 새해 복 많이 받으세요,긍정,0.8742
침구류 및 방에들어갔을때 꿉꿉한냄새요 베개등 이불은 사용한건지 세탁이 잘못된건지 냄새가나서 불편했습니다 처음갔을때 괜찮아서 재방문인데 조금그랬어요,긍정,0.8834
화장실샤워 공간이 예상과 달라 당황했지만 무난히 잘 이용했어요,긍정,0.9211
사랑을 햇다 흔한멜로디야,긍정,0.9264
컴터 잘돌아가고요 이번휴가때 또 갈거예요 방도 나름대로 깔끔하구 조용해요 큰도로쪽이라서 소음 걱정했는데 엄청 예민하신분 아니라면 극강추 숙박업소 사장님 무덤덤하셔요 차라리 편했어요,긍정,0.8981
좋아요 자주 아용하고 있어요 깨끗하고 저렴해요 사장님 친절하세요 앞으로도 자주 이용할 거 같아요 좋아요 자주 아용하고 있어요 깨끗하고 저렴해요 사장님 친절하세요 앞으로도 자주 이용할 거 같아요 좋아요 자주 아용하고 있어요 깨끗하고 저렴해요 사장님 친절하세요 앞으로도 자주 이용할 거 같아요 좋아요 자주 아용하고 있어요 깨끗하고 저렴해요 사장님 친절하세요 앞으로도 자주 이용할 거 같아요 좋아요 자주 아용하고 있어요 깨끗하고 저렴해요 사장님 친절하세요 앞으로도 자주 이용할 거 같아요 좋아요 자주 아용하고 있어요 깨끗하고 저렴해요 사장님 친절하세요 앞으로도 자주 이용할 거 같아요 좋아요 자주 아용하고 있어요 깨끗하고 저렴해요 사장님 친절하세요 앞으로도 자주 이용할 거 같아요 좋아요 자주 아용하고 있어요 깨끗하고 저렴해요 사장님 친절하세요 앞으로도 자주 이용할 거 같아요,긍정,0.9167
