리뷰,실제,예측
두 번째 방문인데 주차공간도 넓고 카페테리아 공간도 따로 있어서 편리해요 다만 화장실 환풍기가 작동을 안 하는 거 같아서 좀 불편했어요,중립,부정
냉장고가 안돼서 곤란했고 서랍장에 먼지가 많아서 물건을 넣었다가 먼지가 많이 묻어 나와서 놀랐어요 화장실에는 누가 쓴 칫솔이 있었고요 이불이 많이 누랬어요 입지가 좋아서 이용은 많이 하겠는데 청소만 신경 써주면 좋겠습니다,부정,중립
인테리어가 좋았는데 눈으로 보이는 청결 상태는 좋았으나 룸에서 담배 냄새 같은 쾌쾌함이 풍겨 조금 아쉬웠습니다,긍정,중립
숙소는 넓고에서 게임도 가능해요,중립,긍정
여기 오픈한 기념으로 놀러 온 김에 들리게 됐는데 오픈한 지 얼마 안 돼서 확실히 깔끔하고 좋았어요 기존엔 바뀌기 전도 가봤었는데 오래된 만큼 노후된 느낌이 있었고 도중에 리모델링 한다 했었는데 페이트로만 칠해놨다 하더라고요 이번엔 다 뜯어고쳤는지 다 쌔거였어여 사장님도 친절하셨고 완벽했네요 물을 많이 마시는데 물도 냉장고 안에 넉넉하게 들어있어서 모자람 없이 마셨어요 내려가면 층에 냉장고에 추가로 마실 수 있게 넣어둔 것 같더라고요 또 오게 될 일 있음 재방문의 사 있습니다 다만 커튼이 없어서 좀 아쉬웠어요,중립,긍정
평범하고 청소가 잘 되어있어요,중립,부정
자주 찾는 숙소에요 객사에 위치해서 데이트하기 조음,중립,부정
주차장도 충분하고 주변에 식당가도 많고 한옥마을에서 멀지 않은 편이라서 위치도 괜찮네요 시설이나 인테리어도 괜찮아요 깔끔하고요 다만 조식인 서비스가 그냥 그래요 차가운 샌드위치 하나 주는데 저는 개인적으로 별로였음 그 정도면 차라리 조식이 없어도 될듯해요 아이까지 명에서 차가운 샌드위치를 먹으려니 반 이상 버렸네요 그리고 저녁에 씻는데 세면대 아래에서 물이 새어 바닥에 물이 흘러서 아이가 저한테 오다가 넘어져서 다칠뻔했고 프런트 전화해서 얘기했는데 올라와서 손보시더니 이제 괜찮다고 하고 내려감 근데 이미 바닥이 흥건한데 그건 그대로 두고 가더라고요 서비스는 별로이네요 재이용은 안 할듯해요,부정,중립
시외버스터미널 근처 이런 곳이 있는 줄 몰랐어요 오래된 건물 같은데 리모델링이 잘 되어있었고 대실 시간이 길어서 좋았고 특히 넷플릭스 재밌게 봤어요 그런데 화장실 청소 시 락스를 부었는지 얼마나 락스 냄새가 많이 나던지 들어가자마자 제가 물 청수 다시 했어요 다음에 또 기회 되면 갈게요 수고하세요,부정,중립
금연 방이라서 담배 냄새도 안 나고 창문도 크게 있어서 답답하지 않고 좋았어요 날이 너무 더워서 돌아다닐 수가 없어서 시원하게 넷플릭스 보면서 편하게 잘 쉬다 왔습니다 항상 잘 이용하고 있어요,중립,부정
수압이 많이 약해서 너무 아쉬웠습니다 변기나 샤워기 수압이 많이 약했어요 그 외엔 방이 깔끔하고 에어컨 잘 나와서 편히 잘 쉬다 왔습니다,부정,중립
방은 작은 감이 조금 있었지만 침구 깨끗하고 조용했어요 전체적으로 가성비 갑입니다 또 방문의 사 있어요,긍정,중립
생각보다 좁아서 놀랬는데 직원분들 서비스가 최고입니다,부정,중립
객실 청결상태 굿 터미널 근처,부정,중립
종류가 없어 저녁 맥주 한 잔이 아쉬웠습니다,중립,부정
주차장도 넉넉하고 청소상태도 깨끗해서 아주 잘 이용했습니다,긍정,중립
전주 올 때마다 매번 이용합니다 좋은 기분으로 떠나는데 이번은 자정 넘어서 온수가 나오고 기름냄새가 나서 좀 실망했습니다 향후에는 미리 준비해 주시기 바랍니다,중립,긍정
이벤트가였는지 저렴하게 다녀왔어요 직원분들은 친절하신데 방음이 안돼서 밤새 잠을 못 잤네요 창문으로 들리는 소리도 아니고 벽 타고 들리는 소리인듯한데 큰 보안점일듯싶네요,부정,중립
자주 가다 보니 적립제도 있으면 좋을 것 같다는 생각이 드네욥 저렴한 가격에 거리도 가까워서 잘 다니고 있습니다 자주 가다 보니 적립제도 있으면 좋을 것 같다는 생각이 드네욥 저렴한 가격에 거리도 가까워서 잘 다니고 있습니다,긍정,중립
모텔에서 담배 냄새 안 나는 객실은 진짜 오랜만이었어요 다들 금연 객실이라지만 항상 담배 찌든 냄새 때문에 힘들었었는데 정말 담배 냄새 안 나서 너무 만족스러웠고요 침구나 베개도 깔끔하고 스타일러도 처음 사용해 봤는데 좋더라고요 만족스러웠습니다 전주 여행 다시 오면 재방문 의사 있습니다 잘 지내고 갑니다,중립,긍정
대실이 길어서 좋아요 번째 방문인데 괜찮은 것 같습니다 방마다 테이블이랑 다른 것 같아요 돈 되고 티브이도 커서 맛있는 거 먹고 넷플릭스 보기 너무 좋았습니다 다음에 또 갈 의향 있어요 처음에 방에서 냄새나서 바꿔달라고 부탁드렸는데 방역 냄새였나 봐요 창문 열어놓고 시간 정도 뒤엔 없어지더라고요,중립,긍정
남자 사장님 너무 착하세요 객실은 물론 깨끗했습니다,중립,긍정
첨단도시에 위치하고 있어서 주변 식당도 많고 출장 시 이용합니다 조식도 아주 좋습니다 또 오겠습니다 친절도 합니다,중립,긍정
리뷰를 잘 안 적는데 집사람이 꼭 적으라고 하네요 감동받았나 봅니다 애들과 함께 한옥마을 구경 차 방문했다가 인근 가족룸 숙소를 알아보다 발견했는데요 장점을 말씀드리자면 한옥마을과 차로 분 거리에 있어서 가깝고요 수압이 굉장히 좋고요 시설들이 깨끗하고요 커피와 간단한 조식도 제공되고요 데스크 직원분이 친절하시고요 가격도 저렴하고요 퇴실 시간도 시로 늦고요 쓰다 보니 장점이 많네요 다음에 오게 되면 또 묵을 예정입니다,중립,긍정
올 때마다 변함없는 관리에 감사합니다 잘 이용했습니다,부정,중립
전주 인심을 알 수 있었네요,부정,중립
터미널에 시 가까워 오,중립,긍정
전체적으로 나쁘지 않았어요,중립,부정
너무 노후되었는데 청소까지 불량,중립,부정
덕진공원 주변에 위치해 있어 산책 멋진 야경을 벌 수 있는 곳이라 좋아요 객실 청결 상태도 좋고요 다만 진입로가 좁아 차량 이동 시 불편함은 있어요 전반적으로 만족스러운 곳입니다 굿,중립,긍정
다 좋았어요 넷플릭스도 되고 하지만 샤워헤드 고정 부분이 너무 낮았어요 수압도 약했고 위에 물 나오는 건 고장 났는지 안되더라고요 샤워하는 게 힘들었네요,부정,중립
중앙난방이 아니고 개별난방이어서 좋았어요 너무 더웠던 숙소에서 고통받았던 적이 있었거든요 중문이 없네요 엘베 바로 앞에 방 받았지만 시끄럽진 않았습니다 고기 냄새 밴 외투를 스타일러 돌릴 수 있어서 좋았어요 주차장도 넓었고 나와서 안내해 주셨어요 엘리베이터가 있어서 좋았고 바로 앞에 편의점도 있었어요 역전할 맥도 있고요 유리창은 열지 않아도 어두웠습니다 드라이기도 있었어요 물도 제공되었어요 수압도 괜찮고 따듯한 물도 잘 나왔어요 현관 센서가 화장실 갈 때마다 켜졌어요,부정,긍정
주말 전주 숙박 물가 엄청나네요,중립,긍정
과거 다른 브랜드 이름으로 영업할 때보다 훨씬 좋아졌네요 전주 신시가지에 이런 호텔 하나 정도 있으면 좋겠네요,중립,긍정
잘 쉬다가 갑니다 전주 오면 다시 들를게요,중립,긍정
직원분들 친절하고 객실도 깨끗해요 다만 방음이 너무 안됩니다 옆방 떠드는 소리가 정확한 대화 문장이 그대로 들려요 점심 뭐 먹은 지 고민하는 이야기가 다 들립니다,중립,부정
저렴하지만 전통적인 스타일 잘 묵었습니다,긍정,중립
일단 다른 곳에 비해서 가격이 저렴한데 룸 컨디션은 여타 다른 모텔 및 호텔에 비교해도 될 만큼 혜자스럽다고 말할 수 있겠네요 그리고 다른 곳은 방에 외풍이 있는 곳도 더러 있던데 그렇지 않아서 따뜻하게 숙면 취하고 나왔습니다,중립,부정
침구 및 청소상태 좋았고 담배 찌든 냄새 없어서 더욱더 좋았습니다 식당 및 숙박업소 밀집 지역이라 밤에 시끄러울까 걱정했는데 생각 외로 조용했습니다 주차공간은 많이 넓진 않으나 늦은 시간에는 주차 자리가 없을 수도 있겠더군요 저희는 여름휴가라 평일 조금 일찍 도착해서 상관없었지만요 그래도 사장님께서 차를 요리조리 주차해 주시는 듯하니 걱정 없을 것 같긴 합니다 다만 방에 비치되어 있던 디퓨저 향이 너무 진해서 향에 민감한 저희 신랑이 매우 힘들어했어요 그거 외에는 만족해요,긍정,중립
위치적으로도 괜찮았고 엄청 깔끔했어요 거의 호텔 안에 있었는데 엄청 답답하지 않고 좋았습니다 다만 엘리베이터가 너무 느린듯한 느낌이 아쉬워요,중립,부정
나쁘지 않았어요 다음에 또 이용하겠습니다,중립,긍정
화장실 객실 안 전부 깨끗하고 좋았습니다 잘 쉬었다 갑니다,긍정,중립
시설 자체는 오래된 느낌이 있습니다 청소상태랑 침대 소음 면에서 좋아요,부정,중립
깔끔하고 에어컨도 빵빵하고 잘 썼어요,긍정,중립
테라스 사용할 수 있는 건 아주 좋았습니다 그게 다임,중립,긍정
위치가 안쪽에 있어서 길치인 전 찾는 데 오래 걸렸어요 그래도 사장님이 착하셨고 먹을 수 있는 게 무료라 괜찮았어요 숙소에 컴퓨터가 있는데 게임하려고 하니 튕겨서 못했어요 방은 깔끔하고 정리가 잘 되어있어요,부정,중립
전주에 출장 시에 항상 묵는 숙소입니다 침구류 욕실 노트북을 사용할 수 있는 업무 공간이 있어 너무 좋은데 이번에 좀 아쉬운 건 스타일러가 고장 나서 엄청 불편했습니다 이런 부분을 제외하고는 로비에 간단 요기를 할 수 있는 장소도 있고 눈치 안 보며 편하게 먹을 수 있어 너무 좋습니다 뭐 항상 방문하니 이제는 쓸 말도 없네요 관리만 좀 더 잘 부탁드립니다,중립,긍정
밤 컨디션도 좋고 주변에 편의점 그리고 맛집들도 도보 가능한 거리에 있어 거두고 술도 한잔하기 좋아요 입실시간도 빠르고 퇴실 시간 보통 다른 곳은 시인데 시까지입니다 시간 차이는 많은 차이거든요 피로와 여독이 있는 사람에게 시간 더 잘 수 있는 건 엄청 장점이죠 인치 티브이에 넷플릭스도 되니 더운 여름 호캉스 하기 좋고 스타일러도 있어 그것도 좋네요 월풀 욕조 하면서 맥주나 커피 마시며 티브이도 함께 볼 수 있어 정말 좋았어요 가운과 프런트에 간단한 먹거리도 신경 쓰셔서 맘에 들고 욕실도 해바라기 샤워기까지 돼있고 비데도 있어 부족함이 없는 호텔이네요 고객을 위해 많이 신경 써주신 게 느껴집니다 쪼금 아쉬운 건 에어컨 바람이 좀 약한 게 바람 세게 나오면 완전한 호텔 일 거 같네요 좋아서 면박하고 갑니다 잘 쉬었다 가요 다음에 또 올게요,중립,긍정
객실이 군더더기 없고 구조도 당황스럽지 않은 평범한 구조라서 좋았어요 화장실이 백열등이라 화장을 해야 하거나 할 때 굳굳 끝방이어서 그런 건지 벽간이나 층간 소음이 없어서 저 용하고 아늑하게 잘 쉬었습니다 그리고 편의점이나 주변 상점들도 많고 위치가 너무 맘에 들었습니다 근데 컴퓨터가 좀 잔 렉이 심하고 스타일러가 고장 나 있어서 너무 아쉬웠어요 그리고 화장실 슬리퍼 냄새는 진짜 조심 그 외엔 다 만족스러웠습니다 다음에도 또 묵고 싶어요,중립,부정
서비스 직원 친절 모든 게 좋았습니다 하지만 주차공간이 좀 협소했습니다,중립,긍정
새로 지어진 곳이라 너무 깔끔했어요 난방도 잘 돼서 덥기까지 했어요 토스트도 먹을 수 있고 영화관 팝콘도 있어서 입이 심심하지 않고요 계속 이용할 듯싶어요 사장님도 친절하십니다,중립,긍정
침대에 전기장판 없는데 방도 보일러 따듯하게 돌아가는 거 아니라서 살짝 추웠어요 그렇지만 침대 푹신하고 넷플 돼서 편했습니다 대실 시간 시간이라 좀 짧긴 했네요 방 컨디션은 깨끗한 편이에요,부정,중립
별로임 올해만 최소 번 이상 왔을 텐데 이젠 안 가려고 함,중립,부정
외국인 직원분이 너무 불친절하지만 그것 빼고는 너무 다 좋아요,중립,긍정
급하게 예약해서 잘 묵고 갑니다 현장 가격과 여기 어때 가격 비슷하게 나타납니다 그 부분이 적용해서 조금 할인받을 수 있습니다 동네가 조용한 에어 고즈넉하고,중립,긍정
